Shop SKU;variation(read only);PrimaryCategory;name;short_description;description;video;warranty_type;warranty;product_warranty;Hazmat;brand;color_family;about_product;country_origin_hb;delivery_and_handling;dietary_information;freshness;freshness_metric;items_per_each;product_type;shelf_expiry;unit_metric;unit_quantity;weight_or_age_range;clothing_material;fa_season;is_unisex;model;belt_styles;leather_material;fa_pattern;belt_material;fa_create_year;kid_years;kid_occasion;pants_fly;pants_length;waist_type;bottoms_types;skirt_length;dress_shape;number_of_pieces;dress_length;sleeves;collar_type;Dress_Type;w_blouse_sleevestyle;kid_accessories;hair_accessories;hat_brim_styles;hats_style;hoodie_style_type;jacket_coat_styles;jackets_closure_type;sock_tight_style;kid_swimwear;tops_type;umbrella_category;kid_underwear_styles;kid_sleep_styles;kid_boot_type;material_filter;toe_shape;heel_height;type_of_heels;boot_shaft_height;shoes_closuretype;shoes_decoration;kid_flat_type;kid_material_filter;kid_accessory_type;kid_sneaker_height;kid_sneaker_type;listed_year_season;fa_general_styles;bag_shape;wallet_types;occasion;shoe_accessory_type;men_shoes_closure;mens_trend;sneaker_upperheight;sneakers_style;metal;main_stone;material_type;scarves_styles;beach_style;tee_neckline;tee_sleeve_length;womens_trend;clothing_decoration;w_sleeve_length;jeans_decoration;jeans_fit_type;denim_features;pants_fit_type;intimates_types;bras_types;panties_styles;lingerie_styles;shapers_styles;sleep_lounge_styles;materinity_bottom_styles;pants_style;w_swimwear_style;swimwear_type;maternity_top_styles;accessories_types;mus_dress_styles;hijab_styles;shalat_styles;mus_top_styles;top_types;skirt_style;Fit_Type;multipack_bundle;Fabric;waterproof;sandal_type;SellerSku;quantity;price;special_price;special_from_date;special_to_date;package_content;package_weight;package_length;package_width;package_height;MainImage;Image2;Image3;Image4;Image5;Image6;Image7;Image8;min_delivery_time;max_delivery_time;size;color_thumbnail;delivery_option_sof;Status;FulfillmentBySellable
344104427_PH-777268180;;7395;fashion shopp new thailand  black blazer for women;"<p>fashion thailand black blazer</p>

<p>size : m , L , xl</p>

<p>highquality</p>";"<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span></span></p><div style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;""><img src=""https://ph-live-01.slatic.net/p/5b41aba28f11a3485607d0348e86e068.jpg"" style=""width: 100.0%;display: block;""/></div></div><div style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;""><img src=""https://ph-live-01.slatic.net/p/299a5434e22b62614f2e7a0d56e246bd.jpg"" style=""width: 100.0%;display: block;""/></div></div><div style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;""><img src=""https://ph-live-01.slatic.net/p/685c9839c8ff0d66dbaf8297375b3542.jpg"" style=""width: 100.0%;display: block;""/></div></div><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span></span></p><div style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;""><img src=""https://ph-live-01.slatic.net/p/23d5e72227afcbf3f11d117f3e4a6948.jpg"" style=""width: 100.0%;display: block;""/></div></div></div>";;;;;;No Brand;Black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Others;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3667-Black-L;180;850.00;299.00;2019-07-25 00:00;2021-08-16 21:48;;0.8;35;22;6;https://ph-live.slatic.net/p/23d5e72227afcbf3f11d117f3e4a6948.jpg;https://ph-live.slatic.net/p/299a5434e22b62614f2e7a0d56e246bd.jpg;https://ph-live.slatic.net/p/198a341b04a10cf4a0e722c038d79080.jpg;;;;;;3;7;Int:L;;No;active;0
344104427_PH-777268178;;7395;fashion shopp new thailand  black blazer for women;"<p>fashion thailand black blazer</p>

<p>size : m , L , xl</p>

<p>highquality</p>";"<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span></span></p><div style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;""><img src=""https://ph-live-01.slatic.net/p/5b41aba28f11a3485607d0348e86e068.jpg"" style=""width: 100.0%;display: block;""/></div></div><div style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;""><img src=""https://ph-live-01.slatic.net/p/299a5434e22b62614f2e7a0d56e246bd.jpg"" style=""width: 100.0%;display: block;""/></div></div><div style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;""><img src=""https://ph-live-01.slatic.net/p/685c9839c8ff0d66dbaf8297375b3542.jpg"" style=""width: 100.0%;display: block;""/></div></div><p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><span></span></p><div style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><div style=""width: 100.0%;display: block;""><img src=""https://ph-live-01.slatic.net/p/23d5e72227afcbf3f11d117f3e4a6948.jpg"" style=""width: 100.0%;display: block;""/></div></div></div>";;;;;;No Brand;Black;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Others;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3667-Black-M;170;850.00;299.00;2019-07-25 00:00;2021-07-17 09:33;;0.8;35;22;6;https://ph-live.slatic.net/p/23d5e72227afcbf3f11d117f3e4a6948.jpg;https://ph-live.slatic.net/p/299a5434e22b62614f2e7a0d56e246bd.jpg;https://ph-live.slatic.net/p/198a341b04a10cf4a0e722c038d79080.jpg;;;;;;3;7;Int:M;;No;active;0
346366094_PH-782388047;Navy Blue-3;7433;fashion shopp thailand floral blouse high quality;"<p>fashion new thailand 3/4 floral blouse</p>

<p>sure high quality</p>

<p>cotton fabric</p>

<p>bust : 34-40 inch</p>";"<p style=""margin:0;padding:8px 0;white-space:pre-wrap;""></p><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/fffa640be51fb4942c342aa79428c9ea.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/744c488fcf972ab59811c1789cf79377.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/f54fa1d9b8175f47f7fa66eb764ccb6a.jpg"" style=""width:100%;display:block;""/></div>";;;;;;No Brand;Navy Blue-3;;;;;;;;;;;;;cotton;;;;;;Floral;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;5069-Navy Blue-3- One size;15;880.00;299.00;2019-07-27 00:00;2020-08-15 00:00;;0.5;35;22;4;https://ph-live.slatic.net/p/465303a9ca4073d4ebc5ac8ad185c1ac.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
346366094_PH-782388046;Navy Blue-1;7433;fashion shopp thailand floral blouse high quality;"<p>fashion new thailand 3/4 floral blouse</p>

<p>sure high quality</p>

<p>cotton fabric</p>

<p>bust : 34-40 inch</p>";"<p style=""margin:0;padding:8px 0;white-space:pre-wrap;""></p><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/fffa640be51fb4942c342aa79428c9ea.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/744c488fcf972ab59811c1789cf79377.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/f54fa1d9b8175f47f7fa66eb764ccb6a.jpg"" style=""width:100%;display:block;""/></div>";;;;;;No Brand;Navy Blue-1;;;;;;;;;;;;;cotton;;;;;;Floral;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;5069-Navy Blue-1- One size;50;880.00;299.00;2019-07-27 00:00;2020-08-15 00:00;;0.5;35;22;4;https://ph-live.slatic.net/p/d1a6589f684803a9c6b1d9e642ea2b81.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
346366094_PH-782388045;;7433;fashion shopp thailand floral blouse high quality;"<p>fashion new thailand 3/4 floral blouse</p>

<p>sure high quality</p>

<p>cotton fabric</p>

<p>bust : 34-40 inch</p>";"<p style=""margin:0;padding:8px 0;white-space:pre-wrap;""></p><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/fffa640be51fb4942c342aa79428c9ea.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/744c488fcf972ab59811c1789cf79377.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/f54fa1d9b8175f47f7fa66eb764ccb6a.jpg"" style=""width:100%;display:block;""/></div>";;;;;;No Brand;Beige;;;;;;;;;;;;;cotton;;;;;;Floral;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;5069-Beige- One size;50;880.00;299.00;2019-07-27 00:00;2020-08-15 00:00;;0.5;35;22;4;https://ph-live.slatic.net/p/744c488fcf972ab59811c1789cf79377.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
346366094_PH-782388044;White-4;7433;fashion shopp thailand floral blouse high quality;"<p>fashion new thailand 3/4 floral blouse</p>

<p>sure high quality</p>

<p>cotton fabric</p>

<p>bust : 34-40 inch</p>";"<p style=""margin:0;padding:8px 0;white-space:pre-wrap;""></p><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/fffa640be51fb4942c342aa79428c9ea.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/744c488fcf972ab59811c1789cf79377.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/f54fa1d9b8175f47f7fa66eb764ccb6a.jpg"" style=""width:100%;display:block;""/></div>";;;;;;No Brand;White-4;;;;;;;;;;;;;cotton;;;;;;Floral;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;5069-White-4- One size;50;880.00;299.00;2019-07-27 00:00;2020-08-15 00:00;;0.5;35;22;4;https://ph-live.slatic.net/p/0a964212ae655cf00fc41b8607a1a3e1.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
346366094_PH-782388043;white-3;7433;fashion shopp thailand floral blouse high quality;"<p>fashion new thailand 3/4 floral blouse</p>

<p>sure high quality</p>

<p>cotton fabric</p>

<p>bust : 34-40 inch</p>";"<p style=""margin:0;padding:8px 0;white-space:pre-wrap;""></p><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/fffa640be51fb4942c342aa79428c9ea.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/744c488fcf972ab59811c1789cf79377.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/f54fa1d9b8175f47f7fa66eb764ccb6a.jpg"" style=""width:100%;display:block;""/></div>";;;;;;No Brand;white-3;;;;;;;;;;;;;cotton;;;;;;Floral;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;5069-white-3- One size;50;880.00;299.00;2019-07-27 00:00;2020-08-15 00:00;;0.5;35;22;4;https://ph-live.slatic.net/p/39592a732d07a1cfda59d16b4228da34.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
346366094_PH-782388042;White-2;7433;fashion shopp thailand floral blouse high quality;"<p>fashion new thailand 3/4 floral blouse</p>

<p>sure high quality</p>

<p>cotton fabric</p>

<p>bust : 34-40 inch</p>";"<p style=""margin:0;padding:8px 0;white-space:pre-wrap;""></p><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/fffa640be51fb4942c342aa79428c9ea.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/744c488fcf972ab59811c1789cf79377.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/f54fa1d9b8175f47f7fa66eb764ccb6a.jpg"" style=""width:100%;display:block;""/></div>";;;;;;No Brand;White-2;;;;;;;;;;;;;cotton;;;;;;Floral;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;5069-White-2- One size;50;880.00;299.00;2019-07-27 00:00;2020-08-15 00:00;;0.5;35;22;4;https://ph-live.slatic.net/p/6794e170f524cba197ba2475514d48af.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
346366094_PH-782388041;;7433;fashion shopp thailand floral blouse high quality;"<p>fashion new thailand 3/4 floral blouse</p>

<p>sure high quality</p>

<p>cotton fabric</p>

<p>bust : 34-40 inch</p>";"<p style=""margin:0;padding:8px 0;white-space:pre-wrap;""></p><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/fffa640be51fb4942c342aa79428c9ea.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/744c488fcf972ab59811c1789cf79377.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/f54fa1d9b8175f47f7fa66eb764ccb6a.jpg"" style=""width:100%;display:block;""/></div>";;;;;;No Brand;Navy Blue;;;;;;;;;;;;;cotton;;;;;;Floral;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;5069-Navy Blue- One size;50;880.00;299.00;2019-07-27 00:00;2020-08-15 00:00;;0.5;35;22;4;https://ph-live.slatic.net/p/f54fa1d9b8175f47f7fa66eb764ccb6a.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
346366094_PH-782388040;;7433;fashion shopp thailand floral blouse high quality;"<p>fashion new thailand 3/4 floral blouse</p>

<p>sure high quality</p>

<p>cotton fabric</p>

<p>bust : 34-40 inch</p>";"<p style=""margin:0;padding:8px 0;white-space:pre-wrap;""></p><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/fffa640be51fb4942c342aa79428c9ea.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/744c488fcf972ab59811c1789cf79377.jpg"" style=""width:100%;display:block;""/></div><div style=""width:100%;""><img class="""" src=""https://ph-live-02.slatic.net/p/f54fa1d9b8175f47f7fa66eb764ccb6a.jpg"" style=""width:100%;display:block;""/></div>";;;;;;No Brand;White;;;;;;;;;;;;;cotton;;;;;;Floral;;;;;;;;;;;;;;O-Neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;5069-White- One size;50;880.00;299.00;2019-07-27 00:00;2020-08-15 00:00;;0.5;35;22;4;https://ph-live.slatic.net/p/fffa640be51fb4942c342aa79428c9ea.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
342660785_PH-773394063;8562-8;7431;fashion shopp New thailand checkred plus size blouse highquality;"<p>fashion korean checkred plus size blouse</p>

<p>cotton fabric</p>

<p>sure highquality</p>

<p>one size fit xl to xxl</p>

<p>bust :36-42 inch</p>";"<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></p><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/4083aac5961bb29b4998b67fdd0b6cd8.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/5586aa115feeac18c0d156f89b13a2ce.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/12767fdd2b8c6784f3fd587044b92cf7.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/fa99443a80e386cbd44c9450c989d2aa.jpg"" style=""width: 100.0%;display: block;""/></div>";;;;;;No Brand;8562-8;;;;;;;;;;;;;cotton;;;;;;Check;;;;;;;;;;;;;;O-Neck;;Long Sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;8562-8562-8- One size;0;2800.00;350.00;2019-07-23 00:00;2020-08-15 00:00;;0.6;35;22;6;https://ph-live.slatic.net/p/4083aac5961bb29b4998b67fdd0b6cd8.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
342660785_PH-773394062;8562-7;7431;fashion shopp New thailand checkred plus size blouse highquality;"<p>fashion korean checkred plus size blouse</p>

<p>cotton fabric</p>

<p>sure highquality</p>

<p>one size fit xl to xxl</p>

<p>bust :36-42 inch</p>";"<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></p><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/4083aac5961bb29b4998b67fdd0b6cd8.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/5586aa115feeac18c0d156f89b13a2ce.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/12767fdd2b8c6784f3fd587044b92cf7.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/fa99443a80e386cbd44c9450c989d2aa.jpg"" style=""width: 100.0%;display: block;""/></div>";;;;;;No Brand;8562-7;;;;;;;;;;;;;cotton;;;;;;Check;;;;;;;;;;;;;;O-Neck;;Long Sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;8562-8562-7- One size;0;2800.00;350.00;2019-07-23 00:00;2020-08-15 00:00;;0.6;35;22;6;https://ph-live.slatic.net/p/c5f422b4d54f36f23cb3ab2fa912cec2.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
342660785_PH-773394061;8562-6;7431;fashion shopp New thailand checkred plus size blouse highquality;"<p>fashion korean checkred plus size blouse</p>

<p>cotton fabric</p>

<p>sure highquality</p>

<p>one size fit xl to xxl</p>

<p>bust :36-42 inch</p>";"<p style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></p><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/4083aac5961bb29b4998b67fdd0b6cd8.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/5586aa115feeac18c0d156f89b13a2ce.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/12767fdd2b8c6784f3fd587044b92cf7.jpg"" style=""width: 100.0%;display: block;""/></div><div style=""width: 100.0%;""><img src=""https://ph-live-01.slatic.net/p/fa99443a80e386cbd44c9450c989d2aa.jpg"" style=""width: 100.0%;display: block;""/></div>";;;;;;No Brand;8562-6;;;;;;;;;;;;;cotton;;;;;;Check;;;;;;;;;;;;;;O-Neck;;Long Sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T-Shirts;;;;;;;8562-8562-6- One size;0;2800.00;350.00;2019-07-23 00:00;2020-08-15 00:00;;0.6;35;22;6;https://ph-live.slatic.net/p/d4d8fcf7cbda11808bea1bc959f66063.jpg;;;;;;;;3;7;Int: One size;;No;inactive;0
346378123_PH-782404621;black-1;7431;fashion shopp New thailand plus size blouse high quality;"<P>fashion thailand floral plus size blouse</P>

<P>one size fit xl to xxl</P>

<P>cotton fabric</P>

<P>sure high quality</P>

<P>bust :36-42 inch</P>";"<P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN></SPAN></P><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/441fe7a5a05010dde3b397e9b9ffad59.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/56d030f5466ab2b154d436abe911417c.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/afda3cfd393e05cbd475c0a025feb81d.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;black-1;;;;;;;;;;;;;cotton;Summer;;;;;Floral;;2019;;;;;;;;;;;Short Sleeve;O-Neck;;Short Sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Casual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tanks & Camisoles;;;;;;;8153-black-1-XXL;100;8889.00;299.00;2019-07-27 00:00;2020-08-22 00:00;blouse;0.6;35.00;22.00;5.00;https://ph-live.slatic.net/p/afda3cfd393e05cbd475c0a025feb81d.jpg;;;;;;;;3;7;Int:XXL;;No;active;0
346378123_PH-782404620;navy-3;7431;fashion shopp New thailand plus size blouse high quality;"<P>fashion thailand floral plus size blouse</P>

<P>one size fit xl to xxl</P>

<P>cotton fabric</P>

<P>sure high quality</P>

<P>bust :36-42 inch</P>";"<P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN></SPAN></P><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/441fe7a5a05010dde3b397e9b9ffad59.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/56d030f5466ab2b154d436abe911417c.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/afda3cfd393e05cbd475c0a025feb81d.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;navy-3;;;;;;;;;;;;;cotton;Summer;;;;;Floral;;2019;;;;;;;;;;;Short Sleeve;O-Neck;;Short Sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Casual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tanks & Camisoles;;;;;;;8153-navy-3-XXL;100;8889.00;299.00;2019-07-27 00:00;2020-08-22 00:00;blouse;0.6;35.00;22.00;5.00;https://ph-live.slatic.net/p/788cfde3a93e4fa5f651a6ec80efe12e.jpg;;;;;;;;3;7;Int:XXL;;No;active;0
346378123_PH-782404619;navy blue-2;7431;fashion shopp New thailand plus size blouse high quality;"<P>fashion thailand floral plus size blouse</P>

<P>one size fit xl to xxl</P>

<P>cotton fabric</P>

<P>sure high quality</P>

<P>bust :36-42 inch</P>";"<P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN></SPAN></P><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/441fe7a5a05010dde3b397e9b9ffad59.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/56d030f5466ab2b154d436abe911417c.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/afda3cfd393e05cbd475c0a025feb81d.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;navy blue-2;;;;;;;;;;;;;cotton;Summer;;;;;Floral;;2019;;;;;;;;;;;Short Sleeve;O-Neck;;Short Sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Casual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tanks & Camisoles;;;;;;;8153-navy blue-2-XXL;100;8889.00;299.00;2019-07-27 00:00;2020-08-22 00:00;blouse;0.6;35.00;22.00;5.00;https://ph-live.slatic.net/p/2c681962475b773dac64259cd612670d.jpg;;;;;;;;3;7;Int:XXL;;No;active;0
346378123_PH-782404618;navy blue-1;7431;fashion shopp New thailand plus size blouse high quality;"<P>fashion thailand floral plus size blouse</P>

<P>one size fit xl to xxl</P>

<P>cotton fabric</P>

<P>sure high quality</P>

<P>bust :36-42 inch</P>";"<P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN></SPAN></P><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/441fe7a5a05010dde3b397e9b9ffad59.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/56d030f5466ab2b154d436abe911417c.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/afda3cfd393e05cbd475c0a025feb81d.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;navy blue-1;;;;;;;;;;;;;cotton;Summer;;;;;Floral;;2019;;;;;;;;;;;Short Sleeve;O-Neck;;Short Sleeve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Casual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tanks & Camisoles;;;;;;;8153- navy blue-1-XXL;14;8889.00;299.00;2019-07-27 00:00;2021-08-30 00:00;blouse;0.6;35.00;22.00;5.00;https://ph-live.slatic.net/p/3d3ff545c55ca44c5cdb0a2ea43b61a6.jpg;;;;;;;;3;7;Int:XXL;;No;active;0
